Year,Anomoly
120132.2,-0.09
120177.3,0.01
120221.2,1.01
120263.8,-0.19
120306.4,1.21
120348.9,0.21
120391.6,0.21
120435.6,-0.09
120480.5,-0.19
120526.0,0.31
120569.8,-0.09
120614.8,-0.09
120659.4,0.51
120704.3,-0.69
120750.4,-0.29
120795.8,0.91
120838.7,0.31
120881.9,1.01
120923.4,-0.09
120967.8,0.51
121010.8,0.91
121051.6,1.71
121091.9,0.41
121134.2,0.31
121178.0,0.71
121220.5,0.11
121265.2,-0.29
121310.4,0.41
121354.1,0.71
121397.1,0.21
121439.7,1.61
121479.7,0.21
121523.2,1.51
121563.4,1.11
121603.8,0.81
121644.9,1.11
121686.3,0.41
121729.5,0.71
121771.5,1.01
121813.2,0.61
121856.0,0.31
121899.3,0.61
121942.3,0.91
121984.4,0.61
122027.0,0.71
122068.7,1.51
122109.4,0.91
122150.0,1.21
122190.9,1.01
122231.9,1.21
122272.3,1.51
122311.2,2.11
122350.5,0.81
122391.2,0.71
122433.3,2.11
122471.6,0.81
122512.7,1.01
122554.3,1.01
122595.5,1.21
122636.6,1.01
122678.0,1.21
122718.1,1.91
122757.0,1.51
122794.9,2.51
122832.1,1.31
122872.5,0.61
122913.9,1.81
122953.2,2.01
122991.7,1.31
123031.5,1.11
123072.3,1.31
123112.2,1.81
123152.1,1.11
123193.5,0.11
123237.4,0.91
123280.1,1.11
123321.5,0.71
123363.3,1.31
123404.8,0.91
123446.2,1.01
123487.5,1.71
123526.8,1.91
123565.4,1.41
123603.9,2.31
123642.6,1.31
123682.2,0.91
123724.0,1.31
123764.3,1.61
123804.2,1.41
123844.1,1.41
123884.1,1.71
123923.2,1.91
123961.9,1.71
124001.2,1.31
124040.5,2.21
124078.5,2.41
124115.5,2.01
124154.7,0.71
124194.6,2.11
124233.8,1.81
124272.5,1.81
124311.8,1.31
124351.1,2.01
124391.5,0.21
124434.4,2.11
124472.8,2.01
124511.5,1.41
124551.6,1.01
124592.0,2.21
124630.6,0.81
124672.7,1.91
124712.6,1.21
124751.3,2.71
124789.9,1.21
124830.0,1.01
124871.4,2.11
124909.5,2.41
124947.0,2.01
124984.7,2.01
125023.2,1.21
125062.1,2.81
125100.0,2.01
125137.3,1.81
125176.2,2.21
125214.7,1.31
125255.6,0.51
125296.7,2.21
125336.0,2.21
125373.6,2.11
125409.7,3.61
125445.5,2.21
125481.3,2.71
125516.6,3.41
125552.6,1.71
125589.6,2.21
125627.6,1.91
125665.6,2.71
125704.0,1.21
125743.7,1.31
125785.2,0.61
125828.8,1.61
125868.5,1.91
125908.8,0.61
125951.5,0.41
125994.9,1.51
126036.2,1.91
126075.2,2.51
126113.1,1.41
126152.0,2.01
126192.2,0.91
126234.1,0.61
126277.9,1.91
126317.9,0.71
126360.2,1.11
126401.8,1.81
126442.2,1.61
126482.3,1.31
126523.8,0.81
126566.1,1.71
126606.8,1.51
126646.6,1.91
126686.0,2.01
126724.9,1.01
126767.1,1.11
126809.2,1.21
126850.9,1.31
126892.7,0.91
126934.8,1.51
126975.9,0.41
127020.9,0.11
127065.4,2.01
127106.7,1.31
127147.7,0.91
127190.2,1.01
127232.5,2.11
127271.6,0.71
127313.4,2.01
127354.8,0.71
127396.9,0.81
127439.4,2.01
127479.3,2.01
127519.1,0.31
127562.8,1.01
127607.0,0.21
127651.8,0.41
127696.2,1.21
127739.0,1.11
127781.0,1.71
127820.9,1.81
127860.8,1.41
127900.1,2.31
127938.5,2.51
127975.5,2.11
128013.7,2.21
128050.5,3.21
128086.6,2.51
128122.9,3.11
128158.9,2.11
128195.2,2.81
128231.8,3.21
128266.8,2.61
128303.7,1.91
128341.7,2.11
128380.1,2.21
128417.6,2.61
128454.1,2.91
128491.1,1.71
128530.0,1.91
128569.0,2.11
128606.4,3.01
128642.3,3.41
128676.6,2.51
128713.2,2.81
128749.1,3.01
128785.0,2.11
128822.6,3.01
128859.3,1.91
128895.5,3.31
128931.2,2.91
128965.2,4.51
128998.2,3.41
129030.6,3.61
129063.1,4.41
129095.2,3.81
129127.0,3.51
129159.8,4.21
129192.1,4.01
129223.9,3.61
129257.2,3.41
129290.7,3.31
129324.4,4.61
129356.9,2.81
129389.3,4.21
129421.7,4.41
129452.3,4.71
129482.6,4.21
129513.1,5.01
129543.1,4.91
129572.6,3.71
129603.5,4.91
129634.1,5.01
129663.2,4.91
129693.3,4.11
129724.4,3.51
129754.9,5.71
129785.6,4.21
129816.6,3.61
129847.9,4.61
129879.3,4.91
129909.5,4.11
129941.0,3.51
129974.1,4.11
130005.8,4.21
130038.3,3.01
130072.6,3.81
130105.2,4.01
130137.4,4.21
130169.2,3.71
130202.2,3.51
130235.0,4.41
130266.4,4.21
130298.0,4.11
130329.5,4.91
130360.7,3.01
130393.5,3.41
130428.0,3.31
130460.9,4.81
130493.1,3.91
130524.8,3.51
130557.7,4.21
130590.5,3.71
130623.1,3.81
130655.8,3.91
130688.5,3.81
130721.2,3.51
130756.1,2.41
130791.8,2.91
130828.0,4.21
130860.1,3.81
130892.9,3.41
130926.6,3.61
130959.8,3.91
130993.4,3.31
131027.5,2.81
131063.0,3.41
131097.0,3.91
131130.6,2.11
131168.5,2.71
131203.9,3.91
131238.9,2.81
131274.5,2.51
131311.0,3.21
131346.5,3.31
131381.5,2.31
131419.4,2.31
131455.8,3.81
131493.0,1.41
131532.0,1.81
131571.9,2.81
131609.4,2.21
131647.6,2.01
131687.1,1.51
131727.9,1.71
131768.5,1.71
131809.3,1.51
131850.4,1.61
131892.7,0.51
131936.7,1.11
131980.1,1.31
132022.3,1.21
132065.1,1.11
132107.7,1.51
132150.1,1.11
132193.6,0.41
132238.7,0.81
132283.2,1.21
132326.1,0.81
132370.0,1.51
132412.9,0.51
132457.5,0.71
132504.6,-0.89
132554.6,-0.39
132604.7,0.11
132653.6,-0.29
132702.8,-0.29
132753.1,-0.79
132804.6,-0.69
132856.7,-0.89
132909.4,-0.99
132962.1,-0.49
133014.7,-1.99
133072.3,-1.79
133129.6,-0.69
133181.7,-0.79
133233.8,-0.49
133285.4,-1.19
133339.8,-1.49
133395.5,-1.39
133451.5,-1.59
133507.5,-1.19
133563.7,-2.29
133623.5,-2.69
133686.2,-1.79
133746.0,-2.59
133807.5,-2.39
133869.3,-2.79
133933.3,-2.59
133997.4,-3.39
134064.5,-3.19
134131.0,-2.09
134191.6,-2.29
134254.3,-3.79
134323.2,-3.69
134392.5,-2.59
134456.7,-2.39
134519.0,-2.69
134583.3,-3.49
134652.4,-3.79
134723.5,-4.29
134796.5,-2.69
134863.5,-3.99
134935.1,-3.89
135007.3,-4.19
135081.2,-4.69
135157.8,-3.69
135229.7,-4.59
135306.6,-4.49
135383.2,-4.49
135460.0,-4.89
135539.1,-4.79
135618.0,-4.79
135697.3,-5.29
135779.6,-5.09
135861.0,-5.29
135944.3,-5.89
136031.5,-5.89
136120.0,-5.99
136209.5,-6.59
136303.9,-6.69
136399.6,-6.69
136495.4,-6.79
136592.1,-7.09
136690.1,-5.79
136779.6,-6.99
136877.6,-6.39
136970.7,-5.59
137058.0,-6.39
137151.1,-7.39
137251.8,-6.89
137350.6,-7.39
137453.6,-7.69
137559.4,-7.69
137664.7,-6.49
137760.9,-7.49
137863.4,-7.09
137964.2,-7.39
138067.5,-7.69
138172.9,-6.39
138267.1,-6.39
138362.0,-7.19
138462.9,-7.09
138563.4,-7.09
138663.7,-6.69
138761.6,-7.59
138865.7,-7.19
138967.2,-6.89
139066.6,-7.29
139168.9,-6.99
139269.4,-7.49
139373.7,-7.49
139478.5,-6.89
139577.9,-7.79
139685.8,-7.39
139790.4,-7.69
139898.7,-8.39
140012.5,-7.99
140123.9,-7.89
140233.7,-7.89
140343.6,-7.69
140451.5,-7.49
140557.6,-7.49
140663.9,-7.79
140772.8,-8.09
140884.6,-7.49
140991.1,-8.09
141101.4,-6.99
141204.9,-8.19
141316.5,-8.09
141428.8,-7.39
141534.3,-7.19
141638.3,-7.99
141749.2,-7.69
141857.9,-7.99
141969.2,-8.09
142082.1,-8.19
142195.1,-7.69
142304.7,-7.79
142414.1,-7.39
142519.9,-7.79
142629.7,-8.29
142743.6,-6.99
142846.7,-6.89
142948.6,-7.49
143054.0,-6.79
143155.5,-7.39
143261.1,-7.79
143370.9,-8.29
143485.7,-7.59
143594.6,-7.69
143703.1,-7.09
143807.5,-7.29
143911.6,-6.69
144011.5,-7.19
144116.1,-7.89
144227.4,-7.79
144338.7,-7.99
144450.7,-6.99
144554.1,-6.49
144653.6,-7.49
144760.8,-8.09
144874.4,-7.29
144981.2,-8.09
145094.9,-7.89
145206.1,-7.09
145310.1,-6.59
145410.6,-7.29
145515.9,-7.29
145622.5,-7.49
145730.2,-6.89
145833.1,-7.49
145940.6,-7.29
146046.4,-6.89
146150.5,-7.99
146261.9,-7.19
146368.2,-7.09
146472.7,-6.89
146575.6,-7.99
146689.0,-7.39
146797.8,-7.79
146910.0,-8.29
147027.2,-7.79
147138.4,-6.39
147238.2,-7.09
147342.8,-7.49
147451.2,-7.29
147558.5,-6.99
147662.9,-7.19
147766.6,-4.69
147854.7,-7.29
147958.3,-6.69
148060.0,-6.89
148162.7,-6.49
148263.4,-7.29
148370.0,-7.59
148480.9,-7.79
148593.8,-7.89
148707.2,-7.49
148817.7,-7.79
148930.5,-7.09
149035.7,-6.39
149134.6,-6.39
149233.5,-7.19
149339.3,-6.39
149439.0,-6.19
149536.6,-6.99
149640.7,-7.19
149747.5,-7.39
149856.3,-7.29
149964.4,-6.69
150067.2,-7.19
150173.9,-7.29
150282.5,-7.09
150389.5,-7.49
150499.1,-6.89
150604.2,-6.89
150707.5,-5.89
150804.8,-6.89
150906.8,-5.89
151003.4,-6.19
151100.4,-5.99
151196.7,-5.99
151292.6,-5.89
151388.4,-6.19
151486.0,-5.99
151583.2,-6.59
151684.7,-6.59
151786.2,-6.29
151886.1,-6.49
151987.5,-6.39
152088.6,-6.69
152191.7,-6.79
152295.5,-6.39
152396.5,-6.19
152496.3,-7.09
152601.8,-5.99
152700.9,-6.59
152803.1,-6.69
152906.8,-6.59
153010.5,-6.79
153115.1,-6.79
153220.3,-6.89
153326.7,-6.59
153429.9,-6.39
153531.6,-6.69
153635.1,-6.39
153736.2,-5.89
153833.5,-6.39
153935.5,-7.09
154042.0,-5.39
154137.3,-6.89
154242.5,-6.89
154349.1,-7.09
154458.0,-7.59
154571.9,-6.89
154679.0,-6.89
154785.6,-6.79
154891.7,-6.99
154999.7,-7.39
155111.9,-8.09
155231.5,-7.99
155349.7,-6.99
155459.6,-7.19
155569.9,-7.39
155683.0,-7.59
155799.0,-8.29
155921.2,-7.99
156041.2,-7.69
156158.6,-8.09
156279.2,-7.89
156397.9,-7.49
156512.7,-7.49
156627.6,-8.29
156749.6,-7.39
156863.8,-7.39
156977.1,-7.59
157093.6,-7.99
157214.4,-8.89
157345.7,-9.09
157479.2,-8.89
157609.8,-7.79
157729.3,-7.99
157850.6,-8.59
157978.2,-7.59
158094.3,-7.69
158211.8,-7.79
158330.3,-7.69
158448.5,-8.59
158575.3,-8.19
158697.8,-7.29
158812.3,-7.49
158927.6,-7.49
159043.0,-7.49
159159.4,-8.09
159280.5,-6.09
159382.4,-5.99
159482.5,-6.49
159586.8,-5.89
159687.8,-7.19
159798.4,-6.59
159904.8,-5.99
160005.7,-5.69
160103.8,-5.99
160203.3,-5.29
160297.9,-5.49
160393.7,-5.89
160491.4,-4.59
160581.2,-6.29
160684.1,-5.69
160783.1,-6.29
160887.0,-6.39
160991.6,-6.09
161094.0,-6.49
161199.2,-6.39
161303.8,-5.99
161407.0,-7.59
161523.2,-6.69
161632.1,-6.59
161739.4,-6.29
161845.3,-7.19
161958.1,-7.09
162070.8,-7.09
162184.4,-7.59
162301.9,-6.99
162415.5,-7.89
162536.1,-7.19
162651.1,-7.49
162767.1,-6.19
162871.8,-5.69
162971.0,-7.49
163086.3,-5.19
163183.7,-6.19
163287.0,-5.89
163388.2,-5.79
163488.3,-5.49
163585.8,-5.99
163686.7,-4.89
163779.9,-6.09
163882.6,-6.09
163986.1,-5.99
164088.4,-5.99
164190.6,-5.89
164292.1,-5.89
164394.6,-6.49
164500.9,-6.09
164606.2,-6.99
164718.7,-7.49
164836.7,-6.39
164944.5,-6.19
165051.0,-7.39
165167.8,-7.69
165289.8,-7.99
165414.8,-8.49
165545.6,-8.19
165673.1,-7.39
165791.9,-7.69
165913.1,-7.79
166035.8,-7.59
166156.0,-7.29
166273.7,-8.19
166401.1,-7.59
166522.5,-7.69
166643.4,-6.79
166756.8,-7.19
166873.3,-7.79
166995.9,-7.39
167115.3,-7.19
167232.3,-6.99
167348.8,-8.29
167476.8,-6.89
167590.1,-7.19
167706.0,-6.69
167818.3,-7.59
167939.6,-7.39
168059.0,-7.29
168176.8,-6.39
168285.7,-6.69
168396.6,-6.59
168507.2,-6.59
168617.3,-5.59
168718.9,-5.99
168823.6,-6.99
168938.3,-6.49
169047.8,-6.19
169154.0,-5.39
169254.0,-5.79
169355.6,-5.09
169452.2,-4.89
169547.9,-6.09
169652.2,-5.79
169755.1,-5.49
169855.8,-5.69
169958.9,-6.79
170071.0,-6.19
170178.3,-5.49
170278.7,-5.59
170380.1,-5.49
170480.9,-5.79
170585.0,-6.59
170696.0,-6.59
170808.4,-6.59
170919.8,-5.69
171022.6,-5.59
171124.5,-6.99
171241.5,-6.69
171355.5,-7.09
171472.6,-7.09
171590.7,-6.79
171705.1,-6.59
171818.1,-6.69
171931.5,-7.09
172049.3,-6.89
172166.2,-7.39
172287.4,-7.39
172409.2,-7.09
172528.8,-7.29
172648.6,-6.39
172760.1,-5.79
172864.9,-5.59
172967.0,-4.99
173065.1,-5.69
173167.4,-4.89
173264.1,-4.79
173360.7,-5.79
173463.7,-5.09
173563.3,-6.09
173670.5,-5.69
173775.5,-6.39
173888.1,-6.99
174005.6,-6.39
174118.8,-6.59
174233.6,-7.39
174356.0,-6.39
174469.5,-7.09
174589.2,-6.59
174705.0,-7.29
174827.3,-7.19
174949.3,-7.69
175076.4,-7.29
175199.2,-7.09
175319.8,-6.99
175439.4,-7.09
175560.3,-7.09
175680.8,-6.99
175799.8,-6.59
175915.5,-6.99
176034.6,-6.39
176148.7,-6.89
176267.1,-7.39
176391.0,-6.49
176506.4,-6.59
176622.5,-6.89
176742.7,-7.09
176865.4,-7.89
176996.6,-7.89
177128.5,-8.19
177264.4,-7.59
177393.6,-7.49
177521.5,-7.69
177651.6,-7.89
177783.5,-7.29
177908.3,-6.69
178027.2,-7.09
178149.0,-5.89
178260.4,-5.79
178368.5,-4.89
178469.0,-5.29
178572.8,-5.79
178681.7,-5.19
178785.2,-5.59
178893.3,-6.79
179010.2,-4.79
179111.6,-4.69
179209.7,-4.39
179306.3,-5.19
179408.0,-4.79
179508.7,-5.29
179613.0,-5.49
179719.7,-5.69
179828.0,-4.89
179929.3,-5.99
180040.8,-5.89
180152.3,-5.99
180265.1,-6.39
180382.6,-6.99
180506.8,-7.29
180633.9,-7.09
180760.4,-7.59
180891.7,-7.79
181026.3,-7.19
181151.8,-6.09
181268.2,-7.59
181398.8,-7.39
181528.4,-6.49
181648.0,-7.29
181775.2,-7.59
181907.9,-7.69
182041.6,-7.69
182175.3,-7.19
182303.3,-7.49
182434.6,-7.29
182564.8,-7.99
182702.8,-7.79
182837.7,-6.29
182957.9,-7.19
183085.9,-8.19
183227.4,-7.59
183361.1,-7.49
183494.8,-7.89
183633.1,-8.19
183775.0,-6.89
183901.2,-7.29
184031.3,-7.89
184169.3,-7.39
184302.1,-7.59
184437.2,-7.59
184571.9,-7.89
184710.1,-7.19
184842.0,-7.89
184980.5,-8.29
185125.4,-7.89
185265.1,-7.39
185399.2,-7.69
185535.4,-7.49
185670.0,-8.09
185813.1,-7.89
185953.7,-7.59
186090.8,-8.29
186235.6,-7.79
186375.2,-7.49
186510.1,-6.99
186639.6,-6.69
186765.7,-7.69
186902.6,-7.59
187039.5,-7.39
187174.3,-7.49
187310.1,-7.09
187441.2,-6.99
187571.4,-6.99
187700.8,-6.79
187828.9,-5.59
187944.0,-6.49
188066.9,-5.69
188182.5,-6.19
188303.3,-5.99
188421.7,-5.79
188538.8,-5.79
188654.6,-4.79
188761.3,-4.79
188867.7,-5.09
188976.2,-4.29
189077.4,-4.19
189177.9,-3.59
189272.3,-2.99
189362.2,-3.49
189455.3,-3.19
189549.2,-4.89
189655.0,-4.89
189762.9,-4.89
189871.1,-4.79
189978.2,-5.79
190095.5,-5.29
190209.2,-5.69
190325.6,-5.89
190443.2,-4.69
190551.5,-5.39
190664.0,-5.39
190777.7,-5.99
190898.3,-5.99
191018.9,-5.49
191134.9,-5.79
191253.5,-5.89
191373.9,-6.69
191502.3,-5.59
191620.4,-5.99
191742.0,-6.29
191867.6,-7.29
192004.9,-7.29
192142.2,-6.39
192270.3,-7.39
192408.1,-6.29
192535.0,-6.49
192663.2,-6.59
192792.1,-6.09
192916.0,-6.29
193040.6,-5.59
193160.0,-6.29
193284.2,-4.79
193394.7,-4.89
193503.6,-3.89
193605.1,-4.29
193708.4,-4.09
193810.3,-4.19
193914.1,-5.89
194034.0,-5.39
194150.6,-5.99
194273.1,-5.59
194391.2,-5.39
194507.2,-4.79
194618.6,-5.99
194742.2,-6.89
194876.0,-5.99
195000.2,-6.19
195125.9,-5.99
195249.8,-6.39
195378.4,-5.69
195499.8,-6.69
195631.0,-5.39
195749.8,-6.29
195876.2,-5.69
195996.7,-5.69
196117.2,-5.49
196235.3,-5.19
196351.4,-6.09
196475.7,-4.89
196586.8,-4.39
196694.4,-4.89
196805.3,-4.59
196914.6,-4.89
197026.7,-3.19
197121.5,-3.79
197221.9,-4.69
197331.7,-4.49
197439.6,-4.49
197546.3,-3.39
197645.9,-4.49
197752.3,-3.79
197855.0,-4.29
197959.0,-3.09
198056.2,-4.39
198161.9,-4.19
198267.2,-3.79
198368.8,-3.59
198468.1,-3.49
198566.5,-3.29
198662.9,-2.79
198756.1,-2.99
198850.6,-3.19
198946.4,-3.19
199041.2,-1.89
199127.5,-2.39
199216.6,-2.69
199308.2,-2.49
199398.8,-2.49
199488.7,-2.29
199577.3,-1.79
199661.9,-2.19
199750.4,-2.99
199843.6,-2.19
199932.6,-2.29
200021.4,-1.29
200102.0,-0.69
200179.3,-1.89
200265.0,-2.49
200354.7,-2.09
200442.3,-1.79
200527.6,-1.79
200613.2,-1.99
200699.3,-1.59
200783.9,-2.09
200871.1,-1.79
200956.4,-1.89
201042.6,-2.19
201131.3,-2.29
201220.1,-0.99
201300.1,-1.29
201381.4,-1.49
201465.0,-1.89
201550.2,-1.19
201632.6,-2.09
201720.8,-2.19
201810.1,-2.09
201898.8,-2.09
201986.8,-1.89
202073.7,-1.29
202156.4,-1.79
202241.8,-1.69
202327.3,-1.79
202413.8,-1.89
202499.5,-0.99
202581.1,-2.69
202674.8,-2.19
202764.2,-1.39
202848.1,-1.39
202930.9,-1.29
203013.6,-2.09
203102.2,-2.49
203194.5,-2.49
203287.5,-2.79
203382.5,-2.49
203475.5,-3.49
203577.4,-3.29
203677.5,-3.29
203777.7,-2.79
203873.7,-3.29
203974.0,-3.89
204080.6,-3.69
204185.2,-3.19
204285.8,-4.29
204395.9,-4.49
204508.9,-4.29
204620.2,-3.79
204726.7,-4.89
204843.0,-3.69
204950.2,-4.39
205061.4,-4.39
205174.1,-4.09
205283.3,-3.79
205390.9,-4.79
205506.4,-4.39
205619.1,-3.69
205725.1,-3.99
205833.2,-3.99
205940.5,-2.99
206040.4,-3.59
206144.6,-4.19
206253.8,-3.59
206358.4,-2.99
206457.7,-3.29
206558.2,-2.99
206657.2,-3.09
206756.4,-3.09
206854.7,-2.29
206949.5,-3.59
207051.0,-2.69
207147.7,-2.69
207243.9,-3.09
207343.1,-3.19
207443.5,-2.99
207542.8,-2.89
207640.9,-2.79
207737.3,-2.29
207829.8,-2.09
207920.9,-2.69
208017.1,-2.89
208114.6,-2.39
208209.7,-3.39
208311.2,-2.59
208407.7,-2.59
208502.8,-2.59
208598.5,-2.69
208695.3,-2.89
208793.2,-2.39
208887.9,-2.59
208983.0,-1.49
209069.9,-1.99
209160.2,-1.89
209250.8,-2.49
209344.5,-2.09
209436.0,-2.09
209526.9,-1.79
209616.1,-2.29
209708.4,-2.29
209801.3,-2.39
209894.0,-1.59
209981.7,-1.29
210067.0,-1.89
210156.1,-1.99
210245.7,-1.29
210330.8,-1.29
210415.8,-1.89
210504.8,-1.39
210591.8,-2.09
210682.8,-1.79
210771.5,-0.99
210855.3,-1.99
210943.8,-1.09
211027.8,-1.79
211116.3,-0.89
211199.4,-1.39
211284.0,-1.09
211367.0,-0.69
211446.4,0.21
211521.3,-0.99
211603.4,-1.09
211686.4,-0.79
211767.9,-0.79
211849.8,-1.19
211933.6,-1.29
212019.4,-1.99
212109.6,-1.49
212196.3,-0.69
212277.5,-0.59
212358.2,-1.29
212443.3,-1.79
212532.1,-0.59
212612.8,-0.89
212695.5,-1.59
212782.6,-1.49
212869.9,-0.79
212952.2,-0.99
213035.7,-1.79
213125.4,-1.49
213212.7,-1.19
213298.5,-1.49
213385.2,-0.99
213469.4,-2.19
213562.2,-1.59
213652.0,-2.09
213744.2,-1.99
213836.3,-1.29
213923.5,-1.19
214009.5,-1.39
214096.6,-1.39
214184.2,-1.69
214274.1,-1.29
214360.5,-0.99
214445.8,-1.79
214535.5,-1.29
214623.1,-1.29
214710.6,-1.69
214801.2,-2.09
214895.1,-2.39
214990.6,-1.29
215079.2,-0.79
215162.6,-1.09
215248.7,-1.49
215338.1,-1.79
215430.0,-1.19
215517.4,-1.89
215609.7,-1.39
215699.0,-1.29
215786.9,-1.09
215873.7,-1.19
215961.1,-1.09
216046.9,-0.19
216127.6,-1.39
216215.5,-0.19
216296.5,-0.59
216379.0,-0.39
216460.4,-0.59
216543.3,-0.89
216628.9,-0.89
216714.7,-0.69
216799.5,-1.09
216886.8,-1.19
216975.4,-1.39
217065.6,-1.39
217156.3,-1.59
217248.4,-1.69
217341.9,-2.09
217438.7,-2.39
217537.9,-1.99
217634.5,-1.99
217731.2,-1.89
217827.3,-2.09
217924.9,-2.79
218030.1,-2.49
218132.5,-3.19
218241.1,-3.19
218350.6,-3.09
218459.9,-3.59
218573.0,-3.09
218681.7,-2.59
218786.8,-3.99
218904.3,-3.89
219022.1,-3.69
219138.3,-3.29
219252.0,-4.49
219376.1,-4.89
219506.7,-4.09
219628.8,-4.29
219753.2,-4.69
219880.9,-4.19
220004.3,-4.29
220128.4,-3.89
220247.8,-3.79
220367.7,-4.89
220499.1,-4.29
220624.7,-4.09
220748.0,-4.19
220872.5,-5.19
221008.6,-4.99
221144.1,-5.29
221282.1,-4.69
221414.5,-5.39
221554.2,-5.39
221695.3,-5.89
221842.6,-5.59
221986.5,-5.99
222135.2,-5.79
222282.2,-5.99
222432.4,-6.49
222589.7,-6.09
222743.3,-7.59
222917.7,-7.59
223093.3,-6.29
223250.2,-6.09
223403.8,-6.99
223570.0,-7.09
223739.6,-7.29
223912.0,-7.19
224083.5,-7.39
224257.7,-7.49
224433.8,-7.19
224605.8,-7.59
224782.7,-7.09
224953.6,-7.79
225134.6,-7.39
225310.9,-7.79
225492.0,-7.19
225665.4,-7.69
225845.2,-7.09
226016.6,-7.09
226187.7,-6.99
226356.0,-6.59
226519.9,-6.89
226688.4,-7.19
226858.6,-5.69
227010.0,-5.89
227161.1,-5.49
227307.2,-5.19
227448.3,-4.29
227579.8,-3.89
227707.6,-5.59
227853.0,-4.89
227993.2,-5.49
228139.5,-5.29
228284.0,-4.99
228424.7,-5.89
228577.9,-5.69
228728.6,-6.59
228893.2,-6.69
229059.8,-7.09
229231.2,-6.49
229395.2,-7.09
229568.4,-7.59
229750.2,-7.49
229930.6,-7.69
230113.4,-7.49
230293.9,-7.49
230473.8,-6.89
230643.6,-6.59
230808.1,-5.29
230955.2,-5.69
231104.1,-4.29
231239.8,-6.39
231399.1,-5.99
231555.0,-5.99
231712.0,-7.19
231885.8,-7.19
232061.3,-7.09
232235.2,-7.09
232408.9,-6.99
232580.9,-6.59
232747.2,-6.39
232910.2,-6.19
233070.4,-6.09
233228.6,-5.59
233378.8,-5.79
233532.2,-5.09
233675.6,-5.79
233828.7,-5.59
233979.7,-5.69
234131.8,-5.69
234284.1,-5.39
234432.7,-5.69
234584.2,-5.29
234731.1,-5.49
234879.9,-4.49
235015.4,-4.69
235152.8,-4.59
235289.9,-4.39
235423.9,-4.49
235559.5,-4.69
235696.6,-4.59
235833.1,-4.59
235970.2,-4.29
236103.1,-4.39
236235.8,-3.19
236356.1,-3.69
236480.1,-3.19
236599.5,-3.19
236719.0,-3.29
236839.0,-2.99
236957.4,-3.69
237082.2,-3.39
237203.7,-3.09
237322.2,-2.49
237434.0,-2.19
237543.0,-2.89
237658.0,-2.39
237769.3,-2.69
237882.1,-1.89
237988.5,-2.59
238100.6,-2.19
238210.2,-2.59
238322.8,-2.89
238438.3,-2.39
238549.1,-2.19
238658.0,-1.89
238764.9,-2.69
238878.4,-2.59
238991.6,-2.39
239102.0,-1.79
