Year(BP),Temperature Anomoly
820093.9,-5.99
819303.1,-5.99
818505.5,-6.09
817693.6,-6.19
816871.6,-6.39
816037.8,-6.49
815229.1,-6.19
814422.8,-6.19
813607.6,-6.29
812783.5,-6.39
811949.6,-6.49
811085.2,-6.89
810202.4,-7.09
809348.4,-6.69
808416.7,-7.69
807447.6,-8.09
806515.2,-7.69
805574.1,-7.79
804662.5,-7.39
803718.9,-7.79
802779.6,-7.79
801833.2,-7.79
800918.2,-7.49
800028.2,-7.19
799211.9,-6.29
798456.8,-5.49
797744.7,-4.89
797050.9,-4.69
796391.3,-4.19
795777.1,-3.39
795195.6,-2.89
794644.6,-2.29
794117,-1.89
793599.1,-1.69
793109.2,-1.09
792652.8,-0.39
792214.4,0.01
791752.5,-0.49
791288.1,-0.59
790817.8,-0.69
790320.5,-1.29
789819.2,-1.39
789303.2,-1.69
788795.9,-1.49
788266.9,-1.89
787732.1,-2.09
787207.4,-1.89
786684,-1.79
786158.7,-1.89
785625,-1.99
785073.8,-2.39
784521.7,-2.39
783970.2,-2.39
783404.2,-2.59
782809.1,-3.19
782193.2,-3.49
781550.8,-3.99
780893.6,-4.19
780253.6,-3.89
779634.2,-3.59
779044.7,-3.09
778434.8,-3.39
777785.6,-4.09
777088.8,-4.79
776349.4,-5.39
775584.8,-5.79
774841.4,-5.49
774152.1,-4.69
773489.3,-4.29
772851,-3.89
772200.1,-4.09
771531.9,-4.39
770827,-4.99
770063.6,-5.79
769265.5,-6.19
768453,-6.39
767658,-6.19
766927,-5.29
766215.2,-5.09
765520,-4.79
764851.2,-4.49
764213.3,-3.99
763542.4,-4.49
762813.4,-5.39
762014.5,-6.29
761191.4,-6.59
760349,-6.79
759484.1,-7.09
758608.2,-7.29
757723.9,-7.39
756837.2,-7.39
755937.5,-7.49
755039.3,-7.49
754148.2,-7.39
753271.9,-7.29
752383.6,-7.39
751492.5,-7.39
750591.2,-7.59
749695.2,-7.49
748821.2,-7.19
747919.1,-7.59
747022.4,-7.49
746137.8,-7.39
745227.4,-7.69
744298.2,-7.89
743359.9,-7.99
742455.4,-7.59
741564.7,-7.39
740672.8,-7.49
739788.8,-7.39
738913.9,-7.29
738083.7,-6.69
737299.4,-6.19
736603.1,-4.89
735935.8,-4.49
735307.6,-3.89
734650.8,-4.39
734027.6,-3.79
733450.4,-2.99
732800.9,-4.29
732201.8,-3.39
731589.6,-3.69
730962.5,-3.99
730376.1,-3.19
729769.4,-3.59
729163.5,-3.59
728524.8,-4.19
727804,-5.39
727076.2,-5.49
726410.6,-4.59
725748.9,-4.59
725060,-4.99
724362.2,-5.09
723651.1,-5.29
722946.6,-5.19
722234.1,-5.39
721590.3,-4.29
720904.2,-4.99
720147.4,-5.99
719466.6,-4.89
718791,-4.79
717953.6,-7.09
717172.3,-6.29
716410.1,-6.09
715756,-4.49
715025.3,-5.69
714373.6,-4.49
713735.3,-4.29
713087.1,-4.49
712495.1,-3.49
711915.1,-3.29
711340.7,-3.19
710723.2,-3.99
710130.1,-3.59
709543.8,-3.49
708960.2,-3.39
708373.6,-3.49
707796.8,-3.29
707213.8,-3.39
706659.1,-2.89
706101.8,-2.99
705538.7,-3.09
704973.4,-3.09
704405.8,-3.19
703852.8,-2.89
703312.6,-2.69
702773.1,-2.69
702241.4,-2.59
701723.2,-2.29
701220.8,-1.99
700722.9,-1.89
700219,-2.09
699719.5,-1.99
699237.8,-1.59
698767.7,-1.39
698280.3,-1.79
697786.1,-1.89
697285.6,-2.09
696770.4,-2.39
696267.5,-2.09
695761.8,-2.19
695269.4,-1.89
694792,-1.59
694317.1,-1.49
693839.4,-1.59
693365.3,-1.49
692894.3,-1.39
692414.2,-1.59
691937,-1.49
691469.6,-1.19
690996.3,-1.29
690515.4,-1.49
690032,-1.49
689551.9,-1.39
689062.2,-1.59
688572.1,-1.59
688093.3,-1.39
687595.1,-1.79
687114.8,-1.39
686649.6,-1.09
686155.3,-1.69
685644.8,-2.09
685145.4,-1.79
684621.1,-2.39
684101.6,-2.29
683594.1,-2.09
683079.8,-2.19
682535.8,-2.79
682000.6,-2.69
681462.5,-2.79
680915.7,-2.89
680352.8,-3.29
679802.6,-3.09
679253.9,-3.09
678706.2,-3.09
678157.6,-3.09
677587.5,-3.59
677022.9,-3.49
676454.2,-3.49
675869.5,-3.89
675288.2,-3.79
674705.6,-3.89
674109,-4.19
673508.8,-4.19
672886.9,-4.59
672252.8,-4.79
671626.7,-4.69
671010.9,-4.49
670375.8,-4.89
669684.1,-5.79
668965.3,-6.19
668222.7,-6.49
667504.8,-6.19
666826.1,-5.59
666181.3,-5.09
665577.2,-4.49
665007.9,-3.89
664369.8,-5.09
663683.4,-5.89
662970.2,-6.29
662312.1,-5.49
661691.4,-4.89
661078.2,-4.79
660406.7,-5.69
659732.6,-5.69
659015.4,-6.39
658288.5,-6.49
657549.8,-6.69
656794.2,-6.99
656053.2,-6.79
655317.8,-6.69
654636.9,-5.89
653945.6,-6.09
653281.6,-5.69
652557.6,-6.49
651775.8,-7.29
650945.4,-7.89
650111,-7.99
649270.6,-7.99
648439.1,-7.89
647648.6,-7.39
646902.1,-6.79
646182.4,-6.39
645400.1,-7.29
644591.4,-7.59
643828.7,-6.99
643069.6,-6.99
642343.6,-6.49
641667.1,-5.79
641009.2,-5.49
640339.1,-5.69
639629.6,-6.29
638886.8,-6.79
638149,-6.69
637441.4,-6.29
636722,-6.49
636044.1,-5.89
635352.1,-6.09
634635.2,-6.49
633921.5,-6.49
633217.7,-6.39
632524.4,-6.19
631770.8,-7.09
630958.1,-7.89
630147.3,-7.89
629351.1,-7.69
628577.9,-7.39
627765.2,-7.89
626955.2,-7.89
626193.9,-7.19
625382,-7.89
624580.4,-7.79
623798.6,-7.49
623113,-6.19
622525.8,-4.59
622000.2,-3.49
621531.1,-2.29
621103.4,-1.29
620655.1,-1.89
620206.8,-1.89
619748.7,-2.09
619303.1,-1.79
618872.5,-1.39
618448.1,-1.29
618022.2,-1.39
617606,-1.09
617168.5,-1.69
616745.4,-1.29
616302.1,-1.79
615871.2,-1.49
615459.4,-0.99
615054.2,-0.89
614659.4,-0.59
614252.3,-0.89
613853.9,-0.69
613455.2,-0.69
613066.2,-0.49
612654.8,-1.09
612243.8,-0.99
611827.1,-1.19
611431.6,-0.69
611028.4,-0.89
610613.9,-1.19
610184.4,-1.49
609744,-1.79
609299.1,-1.89
608843.1,-2.19
608346.3,-3.09
607842.4,-3.19
607337.1,-3.19
606813.1,-3.59
606275.5,-3.89
605740.6,-3.89
605194.4,-4.09
604661.8,-3.89
604147.6,-3.49
603580.1,-4.59
603008.1,-4.59
602432.1,-4.69
601818.6,-5.39
601161.4,-6.09
600564.4,-5.09
600011.2,-4.39
599503.7,-3.49
599017.2,-3.09
598504.1,-3.69
597999.7,-3.49
597465.9,-4.09
596932.3,-4.09
596366.4,-4.79
595790.6,-4.99
595259.6,-4.19
594794.5,-2.79
594331.2,-2.79
593832.2,-3.59
593317.5,-3.89
592776.2,-4.49
592185.2,-5.39
591573.4,-5.79
590951.9,-5.99
590400.4,-4.69
589820.4,-5.39
589260.4,-4.99
588693.5,-5.09
588073.1,-6.09
587464.7,-5.89
586892,-5.29
586344.7,-4.89
585840.4,-3.99
585363.9,-3.39
584894.1,-3.29
584452.9,-2.69
584037.4,-2.09
583614.2,-2.29
583231.1,-1.29
582866.8,-0.79
582515.4,-0.49
582160.9,-0.59
581809.1,-0.49
581455.4,-0.59
581102.1,-0.59
580753.2,-0.39
580389.4,-0.89
580013.4,-1.29
579645.5,-1.09
579275,-1.19
578876.7,-1.89
578494.9,-1.49
578114.4,-1.49
577730.5,-1.59
577344.9,-1.59
576966.4,-1.49
576585.3,-1.49
576209.2,-1.39
575841.6,-1.19
575484.6,-0.89
575133.4,-0.69
574770,-1.09
574411.9,-0.89
574053.9,-0.89
573689.3,-1.09
573328.4,-0.99
572951.8,-1.49
572590.4,-0.99
572227.8,-1.09
571855.1,-1.39
571464.5,-1.89
571102.1,-1.09
570734.1,-1.29
570369.7,-1.19
569990.9,-1.59
569615.2,-1.59
569249.4,-1.29
568878.4,-1.49
568516.8,-1.19
568157.3,-1.19
567796.2,-1.19
567433.7,-1.29
567073.8,-1.19
566711.8,-1.29
566345.4,-1.39
565983.1,-1.29
565620.8,-1.29
565253.1,-1.39
564892.3,-1.19
564529.9,-1.29
564180.1,-0.89
563816.3,-1.29
563442.6,-1.59
563077.5,-1.29
562709.9,-1.39
562349.1,-1.19
561982.6,-1.29
561619.2,-1.19
561238.6,-1.69
560866.7,-1.49
560510.2,-0.99
560146.9,-1.19
559768.2,-1.59
559397.4,-1.39
559013.1,-1.79
558636.2,-1.59
558256.6,-1.69
557878.6,-1.59
557501.6,-1.59
557131.2,-1.39
556745.1,-1.79
556352.6,-1.99
555962.6,-1.99
555578.2,-1.79
555196,-1.79
554827.4,-1.39
554440.2,-1.89
554036.6,-2.39
553637.1,-2.29
553228.2,-2.59
552823.1,-2.49
552403.6,-2.89
551990.9,-2.69
551569.6,-2.99
551146.8,-2.99
550715.7,-3.29
550284.1,-3.29
549842.5,-3.59
549399.2,-3.59
548933.4,-4.19
548475.5,-3.99
548012.1,-4.09
547535,-4.49
547057.8,-4.49
546576.1,-4.59
546087.9,-4.79
545603.4,-4.69
545085.1,-5.39
544542.8,-5.89
543992.4,-6.09
543483.8,-5.19
542985.5,-5.09
542512.6,-4.49
542043.6,-4.49
541597.1,-3.99
541141.1,-4.29
540711.8,-3.59
