GasAge,CH4mean
735101,531.0
735524,518.0
736057,541.0
736413,546.0
736923,561.0
737286,542.0
737822,508.0
738130,423.0
738819,407.0
739273,408.0
739810,403.0
740212,411.0
740868,414.0
741423,388.0
742071,409.0
742503,402.0
743207,422.0
743706,439.0
744312,422.0
744774,421.0
745472,432.0
746005,415.0
746603,428.0
747050,402.0
747716,405.0
748233,392.0
748870,409.0
749320,378.0
750045,400.0
750603,408.0
751254,428.0
751755,401.0
752568,431.0
754020,410.0
754349,406.0
755140,429.0
755615,445.0
756321,419.0
756786,439.0
756995,473.0
757216,480.0
757508,505.0
758000,498.0
758143,498.0
758382,486.0
758817,421.0
759200,434.0
760015,462.0
760636,454.0
761574,473.0
762039,474.0
762827,521.0
763463,538.0
763818,556.0
764143,549.0
764585,563.0
764748,518.0
765084,535.0
765222,500.0
765505,470.0
765886,462.0
766246,467.0
767071,519.0
767621,486.0
768691,568.0
769300,570.0
769580,587.0
769727,616.0
770080,622.0
770294,630.0
770602,632.0
770931,647.0
771205,639.0
771541,556.0
771829,543.0
772014,539.0
772199,530.0
772999,566.0
773632,549.0
774525,583.0
775246,577.0
775994,618.0
776555,601.0
777410,658.0
778032,681.0
778760,614.0
779283,598.0
780095,616.0
780745,630.0
781633,633.0
781957,623.0
782851,639.0
783428,618.0
784108,653.0
784640,639.0
785386,686.0
785960,677.0
786490,723.0
786540,739.0
786649,699.0
786938,713.0
787673,659.0
788123,589.0
788815,562.0
789262,543.0
790038,540.0
790690,483.0
791377,503.0
791995,466.0
792827,470.0
793596,451.0
794400,420.0
794938,428.0
796320,418.0
797277,396.0
798417,458.0
799396,399.0
