 Gasage  (yr  BP)   , CO2  (ppmv) , Location 
 593561.2454545454 , 233.1632188953882 , Dome  C  (Siegenthaler  et  al.,  2005) 
 594046.754545454 , 238.1475936125431 , Dome  C  (Siegenthaler  et  al.,  2005) 
 594863.8121212114 , 237.97721461986356 , Dome  C  (Siegenthaler  et  al.,  2005) 
 595436.4666666667 , 232.91795566697328 , Dome  C  (Siegenthaler  et  al.,  2005) 
 596221.5575757573 , 221.21724287329997 , Dome  C  (Siegenthaler  et  al.,  2005) 
 596791.1333333332 , 216.4410115698623 , Dome  C  (Siegenthaler  et  al.,  2005) 
 597803.6136363635 , 216.27309709713364 , Dome  C  (Siegenthaler  et  al.,  2005) 
 598329.7499999994 , 219.02228033882918 , Dome  C  (Siegenthaler  et  al.,  2005) 
 599218.2181818187 , 225.97166266475014 , Dome  C  (Siegenthaler  et  al.,  2005) 
 599814.6318181817 , 229.38148051861887 , Dome  C  (Siegenthaler  et  al.,  2005) 
 601255.1499999998 , 232.45478922791705 , Dome  C  (Siegenthaler  et  al.,  2005) 
 602600.7500000002 , 237.8582812314746 , Dome  C  (Siegenthaler  et  al.,  2005) 
 603949.15 , 239.14012591458967 , Dome  C  (Siegenthaler  et  al.,  2005) 
 605303.1499999992 , 244.53225161700482 , Dome  C  (Siegenthaler  et  al.,  2005) 
 606625.9090909091 , 248.4801850050678 , Dome  C  (Siegenthaler  et  al.,  2005) 
 607979.2999999997 , 254.57832546938147 , Dome  C  (Siegenthaler  et  al.,  2005) 
 609247.3000000004 , 259.22379791893974 , Dome  C  (Siegenthaler  et  al.,  2005) 
 610429.5000000001 , 257.74486774223317 , Dome  C  (Siegenthaler  et  al.,  2005) 
 611551.012727273 , 257.8151013837554 , Dome  C  (Bereiter  et  al.,  2014) 
 611600.6333333328 , 259.6847091794925 , Dome  C  (Bereiter  et  al.,  2014) 
 612761.9666666661 , 258.13797445364014 , Dome  C  (Bereiter  et  al.,  2014) 
 613942.7999999997 , 256.193578648728 , Dome  C  (Bereiter  et  al.,  2014) 
 615140.6 , 252.74797477389262 , Dome  C  (Bereiter  et  al.,  2014) 
 616299.1163636366 , 252.8982584181087 , Dome  C  (Bereiter  et  al.,  2014) 
 616356.5999999999 , 252.729800513971 , Dome  C  (Bereiter  et  al.,  2014) 
 617609.5681818179 , 252.63944486217684 , Dome  C  (Bereiter  et  al.,  2014) 
 618953.7499999994 , 248.28893339724928 , Dome  C  (Bereiter  et  al.,  2014) 
 620283.7499999999 , 245.88658787248076 , Dome  C  (Bereiter  et  al.,  2014) 
 621651.4500000002 , 243.53068358638558 , Dome  C  (Bereiter  et  al.,  2014) 
 622950.732727273 , 243.88545246756433 , Dome  C  (Bereiter  et  al.,  2014) 
 623054.95 , 239.19230883467588 , Dome  C  (Bereiter  et  al.,  2014) 
 624496.9499999993 , 237.92850701362374 , Dome  C  (Bereiter  et  al.,  2014) 
 625397.9242424238 , 235.02330647237795 , Dome  C  (Bereiter  et  al.,  2014) 
 626047.499999999 , 228.51222535135372 , Dome  C  (Bereiter  et  al.,  2014) 
 626969.4272727271 , 215.70968264504967 , Dome  C  (Bereiter  et  al.,  2014) 
 627830.0999999994 , 205.76310728563763 , Dome  C  (Bereiter  et  al.,  2014) 
 629139.6181818179 , 199.52416462021898 , Dome  C  (Bereiter  et  al.,  2014) 
 629769.852727273 , 205.26582182975858 , Dome  C  (Bereiter  et  al.,  2014) 
 629866.1000000006 , 200.77734554085592 , Dome  C  (Bereiter  et  al.,  2014) 
 631526.322727272 , 200.45706932834122 , Dome  C  (Bereiter  et  al.,  2014) 
 632356.9409090906 , 196.49917279673912 , Dome  C  (Bereiter  et  al.,  2014) 
 634077.5378787883 , 193.09789993536265 , Dome  C  (Bereiter  et  al.,  2014) 
 634881.1448484845 , 195.94989153226658 , Dome  C  (Bereiter  et  al.,  2014) 
 635009.0333333323 , 194.85936588137295 , Dome  C  (Bereiter  et  al.,  2014) 
 636521.56060606 , 194.00258992033588 , Dome  C  (Bereiter  et  al.,  2014) 
 637714.3666666652 , 195.33150117951013 , Dome  C  (Bereiter  et  al.,  2014) 
 639418.2651515146 , 188.8477364074226 , Dome  C  (Bereiter  et  al.,  2014) 
 640372.2499999993 , 190.1777336005101 , Dome  C  (Bereiter  et  al.,  2014) 
 642074.6045454537 , 191.38425695346518 , Dome  C  (Bereiter  et  al.,  2014) 
 642856.65 , 191.5605717991007 , Dome  C  (Bereiter  et  al.,  2014) 
 644300.8272727265 , 195.3061298127235 , Dome  C  (Bereiter  et  al.,  2014) 
 645150.6499999997 , 195.82042744328479 , Dome  C  (Bereiter  et  al.,  2014) 
 646376.9469696959 , 189.88548096825593 , Dome  C  (Bereiter  et  al.,  2014) 
 647254.8499999992 , 191.8480609628653 , Dome  C  (Bereiter  et  al.,  2014) 
 648612.4181818187 , 193.47659870780961 , Dome  C  (Bereiter  et  al.,  2014) 
 649191.0999999993 , 196.17149410495196 , Dome  C  (Bereiter  et  al.,  2014) 
 650348.4636363634 , 189.2501799432969 , Dome  C  (Bereiter  et  al.,  2014) 
 650947.0999999997 , 193.44315462070247 , Dome  C  (Bereiter  et  al.,  2014) 
 652104.2636363631 , 187.2748940558699 , Dome  C  (Bereiter  et  al.,  2014) 
 652708.9500000003 , 186.7937683040444 , Dome  C  (Bereiter  et  al.,  2014) 
 653730.25 , 192.8691774329536 , Dome  C  (Bereiter  et  al.,  2014) 
 654438.65 , 194.81602929906575 , Dome  C  (Bereiter  et  al.,  2014) 
 655524.3499999999 , 199.99595342018023 , Dome  C  (Bereiter  et  al.,  2014) 
 656132.6499999991 , 200.35242454933484 , Dome  C  (Bereiter  et  al.,  2014) 
 657181.0909090905 , 192.9341212467433 , Dome  C  (Bereiter  et  al.,  2014) 
 657654.2060606063 , 189.23340881737832 , Dome  C  (Bereiter  et  al.,  2014) 
 657721.999999999 , 190.8769405532136 , Dome  C  (Bereiter  et  al.,  2014) 
 658764.0999999994 , 184.098136363561 , Dome  C  (Bereiter  et  al.,  2014) 
 659293.8200000001 , 187.3800806732598 , Dome  C  (Bereiter  et  al.,  2014) 
 659411.8999999996 , 185.6837857761792 , Dome  C  (Bereiter  et  al.,  2014) 
 660463.5499999999 , 188.43427447380085 , Dome  C  (Bereiter  et  al.,  2014) 
 661118.32 , 193.9700304568731 , Dome  C  (Bereiter  et  al.,  2014) 
 661215.9000000005 , 191.59170346951032 , Dome  C  (Bereiter  et  al.,  2014) 
 662282.1772727269 , 189.69058418048212 , Dome  C  (Bereiter  et  al.,  2014) 
 662796.6094545458 , 193.90821704355406 , Dome  C  (Bereiter  et  al.,  2014) 
 662877.5500000003 , 190.86103041769672 , Dome  C  (Bereiter  et  al.,  2014) 
 663937.5151515151 , 191.02249326390395 , Dome  C  (Bereiter  et  al.,  2014) 
 664320.3999999997 , 192.55321359717547 , Dome  C  (Bereiter  et  al.,  2014) 
 664408.0909090904 , 187.76703230989094 , Dome  C  (Bereiter  et  al.,  2014) 
 665321.9393939392 , 180.16659707392193 , Dome  C  (Bereiter  et  al.,  2014) 
 665836.5212121212 , 180.53768178380184 , Dome  C  (Bereiter  et  al.,  2014) 
 666753.3600000001 , 174.76867941399888 , Dome  C  (Bereiter  et  al.,  2014) 
 667409.8573333337 , 173.71362014216885 , Dome  C  (Bereiter  et  al.,  2014) 
 668415.2636363631 , 177.7146610306198 , Dome  C  (Bereiter  et  al.,  2014) 
 668915.5375757578 , 180.6705433303129 , Dome  C  (Bereiter  et  al.,  2014) 
 669819.2987878791 , 187.6555369926176 , Dome  C  (Bereiter  et  al.,  2014) 
 670296.3187878784 , 191.5141318512642 , Dome  C  (Bereiter  et  al.,  2014) 
 671070.7454545456 , 194.87837297832084 , Dome  C  (Bereiter  et  al.,  2014) 
 671457.9260606061 , 196.8275423165405 , Dome  C  (Bereiter  et  al.,  2014) 
 672150.8827272733 , 194.789560383579 , Dome  C  (Bereiter  et  al.,  2014) 
 672761.3824242426 , 197.12915219406037 , Dome  C  (Bereiter  et  al.,  2014) 
 673696.1060606058 , 201.1220985980582 , Dome  C  (Bereiter  et  al.,  2014) 
 674229.3778787885 , 204.66974564632602 , Dome  C  (Bereiter  et  al.,  2014) 
 675028.3999999999 , 211.69145610328425 , Dome  C  (Bereiter  et  al.,  2014) 
 675406.5333333331 , 216.1224817958984 , Dome  C  (Bereiter  et  al.,  2014) 
 676530.736363636 , 222.57485445876674 , Dome  C  (Bereiter  et  al.,  2014) 
 677152.3090909093 , 219.96238463739664 , Dome  C  (Bereiter  et  al.,  2014) 
 677600.7363636363 , 216.59070226826563 , Dome  C  (Bereiter  et  al.,  2014) 
 678328.1818181815 , 218.20973466460342 , Dome  C  (Bereiter  et  al.,  2014) 
 678741.6193939392 , 220.08623711545596 , Dome  C  (Bereiter  et  al.,  2014) 
 679455.3739393939 , 229.16045804591084 , Dome  C  (Bereiter  et  al.,  2014) 
 679735.1745454543 , 232.70102424711226 , Dome  C  (Bereiter  et  al.,  2014) 
 680312.5848484847 , 233.61111358821643 , Dome  C  (Bereiter  et  al.,  2014) 
 680627.6078787883 , 233.1080061479115 , Dome  C  (Bereiter  et  al.,  2014) 
 681225.6733333332 , 225.80855816583323 , Dome  C  (Bereiter  et  al.,  2014) 
 681669.9266666665 , 227.89516025735253 , Dome  C  (Bereiter  et  al.,  2014) 
 682343.7121212126 , 221.30626385386472 , Dome  C  (Bereiter  et  al.,  2014) 
 682740.0857575755 , 219.1411841639893 , Dome  C  (Bereiter  et  al.,  2014) 
 683457.8634848485 , 220.23521867492758 , Dome  C  (Bereiter  et  al.,  2014) 
 683828.7524242424 , 222.6967127552533 , Dome  C  (Bereiter  et  al.,  2014) 
 684423.6818181815 , 225.64160209672895 , Dome  C  (Bereiter  et  al.,  2014) 
 684758.0590909088 , 224.3560776723839 , Dome  C  (Bereiter  et  al.,  2014) 
 685294.8436363635 , 221.82035466276145 , Dome  C  (Bereiter  et  al.,  2014) 
 685679.8654545456 , 220.62261407272987 , Dome  C  (Bereiter  et  al.,  2014) 
 686269.1090909089 , 220.6316642042182 , Dome  C  (Bereiter  et  al.,  2014) 
 686581.8109090904 , 222.61792578852743 , Dome  C  (Bereiter  et  al.,  2014) 
 687154.044242424 , 222.7044405108711 , Dome  C  (Bereiter  et  al.,  2014) 
 687445.4972727271 , 222.96501296914875 , Dome  C  (Bereiter  et  al.,  2014) 
 688000.381818182 , 226.72892608676472 , Dome  C  (Bereiter  et  al.,  2014) 
 688300.1345454548 , 227.65046207304692 , Dome  C  (Bereiter  et  al.,  2014) 
 688809.8703030302 , 227.6358560751815 , Dome  C  (Bereiter  et  al.,  2014) 
 689157.8254545457 , 230.66878933516546 , Dome  C  (Bereiter  et  al.,  2014) 
 689693.2575757576 , 232.0747771551575 , Dome  C  (Bereiter  et  al.,  2014) 
 689951.4515151515 , 232.26747586461005 , Dome  C  (Bereiter  et  al.,  2014) 
 690474.6527272727 , 235.8000553317824 , Dome  C  (Bereiter  et  al.,  2014) 
 690736.391212121 , 236.4535724768809 , Dome  C  (Bereiter  et  al.,  2014) 
 691221.8348484851 , 239.2879301088554 , Dome  C  (Bereiter  et  al.,  2014) 
 691467.6684848482 , 238.41599878810229 , Dome  C  (Bereiter  et  al.,  2014) 
 691967.9624242428 , 239.37873479610943 , Dome  C  (Bereiter  et  al.,  2014) 
 692318.3436363635 , 243.5623167259663 , Dome  C  (Bereiter  et  al.,  2014) 
 692832.4590909089 , 239.2983940505077 , Dome  C  (Bereiter  et  al.,  2014) 
 693077.0923636364 , 238.47330442832686 , Dome  C  (Bereiter  et  al.,  2014) 
 693574.0430303031 , 243.6995486644999 , Dome  C  (Bereiter  et  al.,  2014) 
 693821.2928787881 , 237.75600797769894 , Dome  C  (Bereiter  et  al.,  2014) 
 694280.3484848483 , 239.34063326328518 , Dome  C  (Bereiter  et  al.,  2014) 
 694536.8242424241 , 240.45669225384142 , Dome  C  (Bereiter  et  al.,  2014) 
 694949.1381818183 , 239.31113174299168 , Dome  C  (Bereiter  et  al.,  2014) 
 695259.2618181818 , 239.79653384828728 , Dome  C  (Bereiter  et  al.,  2014) 
 695732.3090909093 , 236.79873479326412 , Dome  C  (Bereiter  et  al.,  2014) 
 695981.88 , 238.73723027829791 , Dome  C  (Bereiter  et  al.,  2014) 
 696434.8896969694 , 238.0518499460627 , Dome  C  (Bereiter  et  al.,  2014) 
 696644.8345454544 , 238.13269799082363 , Dome  C  (Bereiter  et  al.,  2014) 
 697090.2909090907 , 239.4354918894625 , Dome  C  (Bereiter  et  al.,  2014) 
 697342.4521212119 , 238.41997928360914 , Dome  C  (Bereiter  et  al.,  2014) 
 697746.6751515149 , 239.884743914407 , Dome  C  (Bereiter  et  al.,  2014) 
 698039.0036363635 , 241.02991515817237 , Dome  C  (Bereiter  et  al.,  2014) 
 698505.5381818184 , 240.89904625193032 , Dome  C  (Bereiter  et  al.,  2014) 
 698753.2309090907 , 241.8320311598419 , Dome  C  (Bereiter  et  al.,  2014) 
 699215.7512121215 , 238.8636108455049 , Dome  C  (Bereiter  et  al.,  2014) 
 699439.0187878788 , 239.00952129629684 , Dome  C  (Bereiter  et  al.,  2014) 
 699864.7075757575 , 239.72641961823388 , Dome  C  (Bereiter  et  al.,  2014) 
 700103.6854545457 , 237.20611593740935 , Dome  C  (Bereiter  et  al.,  2014) 
 700485.0242424243 , 236.7173884297771 , Dome  C  (Bereiter  et  al.,  2014) 
 700814.8381818184 , 236.60700141533357 , Dome  C  (Bereiter  et  al.,  2014) 
 701268.527272727 , 235.4215271002262 , Dome  C  (Bereiter  et  al.,  2014) 
 701524.5236363634 , 232.4560078431405 , Dome  C  (Bereiter  et  al.,  2014) 
 701993.1490909093 , 230.88479116742866 , Dome  C  (Bereiter  et  al.,  2014) 
 702200.9236363637 , 232.162121529527 , Dome  C  (Bereiter  et  al.,  2014) 
 702734.2727272725 , 232.1824465330735 , Dome  C  (Bereiter  et  al.,  2014) 
 703009.9848484849 , 230.58782898361125 , Dome  C  (Bereiter  et  al.,  2014) 
 703468.5218181817 , 233.35390620979757 , Dome  C  (Bereiter  et  al.,  2014) 
 703796.0731818182 , 232.28052064575172 , Dome  C  (Bereiter  et  al.,  2014) 
 704250.5218181817 , 232.82958847745473 , Dome  C  (Bereiter  et  al.,  2014) 
 704581.8054545454 , 233.54448715907165 , Dome  C  (Bereiter  et  al.,  2014) 
 705053.3442424244 , 234.04269676194465 , Dome  C  (Bereiter  et  al.,  2014) 
 705243.9090909093 , 235.09172492612444 , Dome  C  (Bereiter  et  al.,  2014) 
 705726.9518181817 , 237.18468030646915 , Dome  C  (Bereiter  et  al.,  2014) 
 706053.1981818182 , 237.66123151682797 , Dome  C  (Bereiter  et  al.,  2014) 
 706492.9518181819 , 236.05369135840695 , Dome  C  (Bereiter  et  al.,  2014) 
 706710.7395454546 , 236.04534030139132 , Dome  C  (Bereiter  et  al.,  2014) 
 707310.6972727273 , 238.84806965208156 , Dome  C  (Bereiter  et  al.,  2014) 
 707643.7254545457 , 233.50528810247422 , Dome  C  (Bereiter  et  al.,  2014) 
 708199.6806060602 , 233.5834734270881 , Dome  C  (Bereiter  et  al.,  2014) 
 708413.4484848484 , 233.11228487432953 , Dome  C  (Bereiter  et  al.,  2014) 
 708959.1515151514 , 234.83616059567032 , Dome  C  (Bereiter  et  al.,  2014) 
 709453.7878787875 , 231.43297127712552 , Dome  C  (Bereiter  et  al.,  2014) 
 709909.5454545452 , 230.50735989141307 , Dome  C  (Bereiter  et  al.,  2014) 
 710456.4545454548 , 227.03282273035802 , Dome  C  (Bereiter  et  al.,  2014) 
 710983.3563636366 , 224.9017352890244 , Dome  C  (Bereiter  et  al.,  2014) 
 711399.0436363637 , 225.38896913374532 , Dome  C  (Bereiter  et  al.,  2014) 
 712021.4654545452 , 224.12344691621362 , Dome  C  (Bereiter  et  al.,  2014) 
 712243.7272727275 , 224.00174372112798 , Dome  C  (Bereiter  et  al.,  2014) 
 713312.5 , 223.8856925917568 , Dome  C  (Bereiter  et  al.,  2014) 
 714065.578181818 , 227.63734055505353 , Dome  C  (Bereiter  et  al.,  2014) 
 714403.7969696966 , 227.08319713303533 , Dome  C  (Bereiter  et  al.,  2014) 
 715115.732727273 , 223.14262795384457 , Dome  C  (Bereiter  et  al.,  2014) 
 715565.3763636363 , 227.5826981949172 , Dome  C  (Bereiter  et  al.,  2014) 
 716310.1630303029 , 213.59999290263295 , Dome  C  (Bereiter  et  al.,  2014) 
 716585.909090909 , 210.50988746288758 , Dome  C  (Bereiter  et  al.,  2014) 
 717348.2727272725 , 198.42559568024177 , Dome  C  (Bereiter  et  al.,  2014) 
 717955.4848484852 , 189.87843381686548 , Dome  C  (Bereiter  et  al.,  2014) 
 718778.348484849 , 193.46090298257135 , Dome  C  (Bereiter  et  al.,  2014) 
 719287.1818181823 , 200.8234844705578 , Dome  C  (Bereiter  et  al.,  2014) 
 720087.2854545454 , 212.030518626341 , Dome  C  (Bereiter  et  al.,  2014) 
 720590.7595454546 , 217.04269113163494 , Dome  C  (Bereiter  et  al.,  2014) 
 721407.5168181815 , 219.2003556861584 , Dome  C  (Bereiter  et  al.,  2014) 
 721689.8636363633 , 218.956944794401 , Dome  C  (Bereiter  et  al.,  2014) 
 722505.8105454544 , 216.09677010835378 , Dome  C  (Bereiter  et  al.,  2014) 
 722994.5945454545 , 212.108071771009 , Dome  C  (Bereiter  et  al.,  2014) 
 723780.2266666669 , 212.54540888381376 , Dome  C  (Bereiter  et  al.,  2014) 
 724141.9999999999 , 214.0125927948141 , Dome  C  (Bereiter  et  al.,  2014) 
 724975.3554545457 , 210.4806821716978 , Dome  C  (Bereiter  et  al.,  2014) 
 725474.4313636366 , 211.49197634968232 , Dome  C  (Bereiter  et  al.,  2014) 
 726249.591818182 , 211.07599555762198 , Dome  C  (Bereiter  et  al.,  2014) 
 726576.8636363636 , 211.42656926315465 , Dome  C  (Bereiter  et  al.,  2014) 
 727898.5024242426 , 210.06750978548357 , Dome  C  (Bereiter  et  al.,  2014) 
 728593.9021212123 , 210.24197486380825 , Dome  C  (Bereiter  et  al.,  2014) 
 728987.5303030305 , 211.0778130948141 , Dome  C  (Bereiter  et  al.,  2014) 
 729836.9384848482 , 210.0149974521128 , Dome  C  (Bereiter  et  al.,  2014) 
 730260.314545455 , 212.17164661528162 , Dome  C  (Bereiter  et  al.,  2014) 
 730908.3136363637 , 210.16351745201928 , Dome  C  (Bereiter  et  al.,  2014) 
 731184.2272727275 , 210.70237305797798 , Dome  C  (Bereiter  et  al.,  2014) 
 731860.9999999998 , 211.62321092369945 , Dome  C  (Bereiter  et  al.,  2014) 
 732321.75 , 213.73187878271673 , Dome  C  (Bereiter  et  al.,  2014) 
 732993.4999999999 , 208.1143039021245 , Dome  C  (Bereiter  et  al.,  2014) 
 733328.9999999995 , 207.72075200492253 , Dome  C  (Bereiter  et  al.,  2014) 
 734022.2299999999 , 210.60174265873587 , Dome  C  (Bereiter  et  al.,  2014) 
 734462.6199999998 , 216.1485998526368 , Dome  C  (Bereiter  et  al.,  2014) 
 735134.5709090909 , 214.6624205315424 , Dome  C  (Bereiter  et  al.,  2014) 
 735409.909090909 , 217.88283774216444 , Dome  C  (Bereiter  et  al.,  2014) 
 736107.3054545454 , 217.1944729687879 , Dome  C  (Bereiter  et  al.,  2014) 
 736522.2181818187 , 213.14402038614645 , Dome  C  (Bereiter  et  al.,  2014) 
 737269.8193939395 , 206.92018121563933 , Dome  C  (Bereiter  et  al.,  2014) 
 737660.1154545457 , 204.51910387695122 , Dome  C  (Bereiter  et  al.,  2014) 
 738580.9945454549 , 191.7441063146352 , Dome  C  (Bereiter  et  al.,  2014) 
 739174.5554545455 , 185.6096600660596 , Dome  C  (Bereiter  et  al.,  2014) 
 740106.4524848479 , 185.40236646163788 , Dome  C  (Bereiter  et  al.,  2014) 
 740460.9242424242 , 183.39253921478078 , Dome  C  (Bereiter  et  al.,  2014) 
 741329.9024242423 , 184.76708470912362 , Dome  C  (Bereiter  et  al.,  2014) 
 741874.1339393943 , 189.1426274551468 , Dome  C  (Bereiter  et  al.,  2014) 
 742644.7490909089 , 188.64664196412704 , Dome  C  (Bereiter  et  al.,  2014) 
 743062.1696969698 , 187.3271928405565 , Dome  C  (Bereiter  et  al.,  2014) 
 743959.0763636365 , 188.17959977716015 , Dome  C  (Bereiter  et  al.,  2014) 
 744523.1418181813 , 188.96881973948896 , Dome  C  (Bereiter  et  al.,  2014) 
 745671.0454545448 , 187.29232436787936 , Dome  C  (Bereiter  et  al.,  2014) 
 746619.9260606065 , 190.24154927677864 , Dome  C  (Bereiter  et  al.,  2014) 
 747177.0375757577 , 187.91988159174213 , Dome  C  (Bereiter  et  al.,  2014) 
 747940.1957575758 , 187.95228432826852 , Dome  C  (Bereiter  et  al.,  2014) 
 748336.8809090916 , 187.54375693792414 , Dome  C  (Bereiter  et  al.,  2014) 
 749262.9345454549 , 188.67887489361217 , Dome  C  (Bereiter  et  al.,  2014) 
 749814.1786666662 , 190.17483689562673 , Dome  C  (Bereiter  et  al.,  2014) 
 750706.4409090908 , 192.07592238803636 , Dome  C  (Bereiter  et  al.,  2014) 
 751036.2499999993 , 191.29603626015793 , Dome  C  (Bereiter  et  al.,  2014) 
 751973.8681818177 , 193.54717137122026 , Dome  C  (Bereiter  et  al.,  2014) 
 752565.8818181817 , 197.49572596202373 , Dome  C  (Bereiter  et  al.,  2014) 
 753489.0690909092 , 195.43388919380428 , Dome  C  (Bereiter  et  al.,  2014) 
 753934.6545454543 , 203.90279658442103 , Dome  C  (Bereiter  et  al.,  2014) 
 755114.5775757573 , 199.04605364141202 , Dome  C  (Bereiter  et  al.,  2014) 
 755586.8284848488 , 203.2996954570858 , Dome  C  (Bereiter  et  al.,  2014) 
 756566.1684848485 , 208.10367110123954 , Dome  C  (Bereiter  et  al.,  2014) 
 756850.6803030302 , 209.44507971285617 , Dome  C  (Bereiter  et  al.,  2014) 
 757785.4509090913 , 213.61139014973043 , Dome  C  (Bereiter  et  al.,  2014) 
 758362.4157575755 , 218.3519526756556 , Dome  C  (Bereiter  et  al.,  2014) 
 759135.6915151512 , 222.72008593220357 , Dome  C  (Bereiter  et  al.,  2014) 
 759561.8787878784 , 226.94301148021165 , Dome  C  (Bereiter  et  al.,  2014) 
 759878.2121212124 , 223.02365546155636 , Dome  C  (Bereiter  et  al.,  2014) 
 760108.2727272728 , 225.37366760867587 , Dome  C  (Bereiter  et  al.,  2014) 
 760516.0551515151 , 225.61582539678184 , Dome  C  (Bereiter  et  al.,  2014) 
 760939.9418181818 , 222.7085788690187 , Dome  C  (Bereiter  et  al.,  2014) 
 761864.4881818183 , 216.64080861985224 , Dome  C  (Bereiter  et  al.,  2014) 
 762166.0430303031 , 214.6940079861074 , Dome  C  (Bereiter  et  al.,  2014) 
 763101.8036363634 , 213.99980285899034 , Dome  C  (Bereiter  et  al.,  2014) 
 763770.5842424238 , 219.9481576823577 , Dome  C  (Bereiter  et  al.,  2014) 
 764676.8824242424 , 223.89295015434178 , Dome  C  (Bereiter  et  al.,  2014) 
 765181.816565657 , 222.92608638468548 , Dome  C  (Bereiter  et  al.,  2014) 
 765586.6363636359 , 233.66090567198847 , Dome  C  (Bereiter  et  al.,  2014) 
 765851.4848484849 , 229.40748753827657 , Dome  C  (Bereiter  et  al.,  2014) 
 766188.504545454 , 232.11545547204435 , Dome  C  (Bereiter  et  al.,  2014) 
 766808.9121212122 , 230.6229188352788 , Dome  C  (Bereiter  et  al.,  2014) 
 767747.1624242424 , 224.86466602091244 , Dome  C  (Bereiter  et  al.,  2014) 
 768117.2575757578 , 223.81796491327836 , Dome  C  (Bereiter  et  al.,  2014) 
 769061.3843939397 , 221.64093650394082 , Dome  C  (Bereiter  et  al.,  2014) 
 769651.4236363642 , 225.86635666622993 , Dome  C  (Bereiter  et  al.,  2014) 
 770599.1466666668 , 230.62690342109488 , Dome  C  (Bereiter  et  al.,  2014) 
 771020.6666666664 , 229.56423626852964 , Dome  C  (Bereiter  et  al.,  2014) 
 771519.3333333333 , 236.31890028889168 , Dome  C  (Bereiter  et  al.,  2014) 
 771812.666666667 , 234.24054819146698 , Dome  C  (Bereiter  et  al.,  2014) 
 772175.2645454548 , 239.7120056138232 , Dome  C  (Bereiter  et  al.,  2014) 
 772474.5636363636 , 243.88525238228885 , Dome  C  (Bereiter  et  al.,  2014) 
 772737.9595454549 , 246.49456803753532 , Dome  C  (Bereiter  et  al.,  2014) 
 772995.6363636361 , 243.85475201990903 , Dome  C  (Bereiter  et  al.,  2014) 
 773249.8181818182 , 246.03058180018394 , Dome  C  (Bereiter  et  al.,  2014) 
 773684.4690909092 , 237.7794476149145 , Dome  C  (Bereiter  et  al.,  2014) 
 774044.1363636358 , 239.23120240300534 , Dome  C  (Bereiter  et  al.,  2014) 
 774958.808181818 , 238.38507756925242 , Dome  C  (Bereiter  et  al.,  2014) 
 775538.0110606056 , 241.7410824819303 , Dome  C  (Bereiter  et  al.,  2014) 
 776332.2587878784 , 245.31805526765157 , Dome  C  (Bereiter  et  al.,  2014) 
 776782.6969696968 , 248.92347258064217 , Dome  C  (Bereiter  et  al.,  2014) 
 777681.7496969699 , 247.30321033010094 , Dome  C  (Bereiter  et  al.,  2014) 
 778232.7918181821 , 252.45553887568798 , Dome  C  (Bereiter  et  al.,  2014) 
 779057.9836363638 , 254.92704442683268 , Dome  C  (Bereiter  et  al.,  2014) 
 779367.5454545458 , 254.68956208931286 , Dome  C  (Bereiter  et  al.,  2014) 
 780188.9227272724 , 254.43210628699566 , Dome  C  (Bereiter  et  al.,  2014) 
 780719.4363636365 , 252.52125685420285 , Dome  C  (Bereiter  et  al.,  2014) 
 781562.8318181814 , 257.21033919112165 , Dome  C  (Bereiter  et  al.,  2014) 
 781886.6818181819 , 251.50919000069746 , Dome  C  (Bereiter  et  al.,  2014) 
 782728.4496969697 , 257.43630369580933 , Dome  C  (Bereiter  et  al.,  2014) 
 783198.5296969693 , 255.01817636257545 , Dome  C  (Bereiter  et  al.,  2014) 
 784261.7558787881 , 260.91815012089876 , Dome  C  (Bereiter  et  al.,  2014) 
 785034.0824242425 , 255.84554031289508 , Dome  C  (Bereiter  et  al.,  2014) 
 785519.0509090904 , 259.66462384723866 , Dome  C  (Bereiter  et  al.,  2014) 
 786189.6018181813 , 262.229808343788 , Dome  C  (Bereiter  et  al.,  2014) 
 786563.2569696968 , 264.34502908314164 , Dome  C  (Bereiter  et  al.,  2014) 
 787355.5127272734 , 269.3559592885488 , Dome  C  (Bereiter  et  al.,  2014) 
 787803.5690909092 , 265.99732874144445 , Dome  C  (Bereiter  et  al.,  2014) 
 788479.2399999999 , 257.19893666253785 , Dome  C  (Bereiter  et  al.,  2014) 
 788691.8715151517 , 257.0184549055622 , Dome  C  (Bereiter  et  al.,  2014) 
 789494.0409090909 , 238.64095357456617 , Dome  C  (Bereiter  et  al.,  2014) 
 789953.0090909094 , 235.48574308581584 , Dome  C  (Bereiter  et  al.,  2014) 
 790639.4051515154 , 227.37775029010015 , Dome  C  (Bereiter  et  al.,  2014) 
 791056.8827272729 , 230.55013467896873 , Dome  C  (Bereiter  et  al.,  2014) 
 792030.783636363 , 224.68576227610308 , Dome  C  (Bereiter  et  al.,  2014) 
 792617.3012121207 , 214.45035139887406 , Dome  C  (Bereiter  et  al.,  2014) 
 793519.3888888892 , 213.35775959891657 , Dome  C  (Bereiter  et  al.,  2014) 
 793852.7583333338 , 218.39264166858874 , Dome  C  (Bereiter  et  al.,  2014) 
 795122.454545454 , 208.7893628439667 , Dome  C  (Bereiter  et  al.,  2014) 
 795687.3181818175 , 204.61750641580798 , Dome  C  (Bereiter  et  al.,  2014) 
 796852.590909091 , 198.79240364499174 , Dome  C  (Bereiter  et  al.,  2014) 
